Timestamp,Response,1. Rate of increase,2. Duplexes,2. 3-6 units,2. 7 to 15 units,3. Attainable,3. Affordable,4. Att-Aff Explanation,5. Lyme Common,5. Lyme Center,5. Commercial,5. Rural,5. East Lyme,5. Holts Ledge,5. Mtn & Forest,5. Wherever SF units,5. Nowhere,5. Other,6. Other explanation,7. Housing in Commercial,8. Multi-unit districs,9. Infill,10. Lyme School,11. Lyme School Explanation,12. Housing initiatives,13. Years in Lyme,14. Plan to move,15. Explanation of moving ,16. Age range,17. Smaller house,18. Smaller house explanation,19. Currently own,20. Other thoughts
2025/11/21 9:08:38 AM EST,122,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,"We need more multi family units, especially targeted at lower income.  No fancy 3000sqf apartments, just simple well made housing.",8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,4,1-LEAST Appropriate,8-MOST Appropriate,Route 10 between Hanover and Lyme is a great place for more multi unit housing ,7-15 dwelling units in a building;16-30 dwelling units in a building,Lyme Common District;Lyme Center District;Route 10,Yes,No,Class sizes are already getting small and smaller,Creating housing with a mix of price ranges;Encouraging more housing options/choices/types town-wide;Attracting younger residents and families with children,More than 20 years,No,Will live here until I die,18 to 45 years,No,"House is too small, need a bigger one.",Own your own home,"Need more kids and diversity, and that means more affordable housing in the form of multi unit buildings"
2025/11/21 9:09:52 AM EST,123,4-fold increase (8 new units/year),Yes,Yes,Yes,Yes,Yes,,7,4,8-MOST Appropriate,5,,2,3,6,1-LEAST Appropriate,,,3- 6 dwelling units in a building;7-15 dwelling units in a building,Lyme Common District;Lyme Center District;Rural District;Wherever single-family dwellings are allowed,Yes,No,,"Creating housing with a mix of price ranges;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials);Attracting younger residents and families with children;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings)",More than 20 years,Maybe,,18 to 45 years,Maybe in the future,,Own your own home,
2025/11/21 10:16:46 AM EST,124,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,,,,Single family home;Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building,Lyme Common District;Lyme Center District,Yes,Yes,,"Helping people stay in their current housing;Creating housing with a mix of price ranges;Preservation of existing affordable housing;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials);Encouraging Accessory Dwelling Units (ADUs);Helping people stay in the community as they age",5 to 10 years,No,,18 to 45 years,No,,Own your own home,"Our family feels incredibly lucky to live in Lyme, and I wish living in Lyme was an option for more people and families, regardless of income. Right now, that is not the case. I am
In full support of creative solutions that add affordable housing while maintaining Lyme’s natural beauty, and I’m confident there’s a way to do both. "
2025/11/21 10:25:42 AM EST,125,3-fold increase (6 new units/year),Yes,Yes,No,Yes,Yes,,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,4,2,2,2,8-MOST Appropriate,1-LEAST Appropriate,8-MOST Appropriate,"Along Route 10 is probably the best place for multi dwelling units. Other areas could support a duplex here and there or maybe even 1 building with 3-10 units, but I think there would be traffic and road maintenance problems on many town roads, if say, multiple apartment buildings  were allowed on most town roads.",Single family home;Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building,Lyme Common District;Lyme Center District;Rural District,Yes,No,"Lyme needs more smaller, affordable housing suitable for seniors and young people/couples. We should pursue policies that encourage 1-2 bedroom affordable, accessible units. We already have plenty of housing for large families. Also, I believe the schools’ estimate is low. I think moving the superintendent’s office to the school was a poor decision. That office should be located elsewhere and that space opened up for an additional classroom, if needed. That would allow more privacy for people who would like to raise concerns with the superintendent. In the future, decisions about the school like this one should be handled with more transparency and opportunities for public comment.","Creating housing with a mix of price ranges;Creating housing with shared amenities such as common space, building maintenance, snow plowing and lawn mowing;Encouraging mixed-use development with retail on the ground level and residential space on upper floors;Encouraging Accessory Dwelling Units (ADUs)",10 to 20 years,No,,46 to 65 years,Maybe in the future,"When we get older, I could imagine wanting to live in a smaller house or apartment probably near the common. A shared space where snow plowing and lawn maintenance are included, perhaps with an area available for gardening would probably be ideal.",Own your own home,"Smaller, low-cost housing for people with mobility issues, such as seniors would be nice to have in town some day."
2025/11/21 10:44:55 AM EST,126,No increase (2 new units/year),Yes,No,No,Yes,No,,7,7,8-MOST Appropriate,1-LEAST Appropriate,7,7,1-LEAST Appropriate,8-MOST Appropriate,,,,Duplex (two family),Lyme Common District;Lyme Center District;Wherever single-family dwellings are allowed,Yes,Yes,,Helping people stay in their current housing;Preservation of existing affordable housing;Encouraging mixed-use development with retail on the ground level and residential space on upper floors,10 to 20 years,No,,46 to 65 years,No,,Own your own home,
2025/11/21 11:55:24 AM EST,127,2-fold increase (4 new units/year),Yes,Yes,No,Yes,Yes,,4,3,8-MOST Appropriate,6,5,2,1-LEAST Appropriate,,,7,In the rural district and commercial districts along rte 10 south from the Lyme School to the Hanover border.,Single family home;Duplex (two family);3- 6 dwelling units in a building,Lyme Common District;Lyme Center District;East Lyme District,Yes,Yes,,"Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials);Helping people stay in the community as they age;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings)",More than 20 years,No,,46 to 65 years,No,,Own your own home,
2025/11/21 12:24:11 PM EST,128,2-fold increase (4 new units/year),Yes,Yes,No,Yes,Yes,Work with Twin Pines Housing Trust to create new units that are attainable and/or affordable.,8-MOST Appropriate,5,8-MOST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,1-LEAST Appropriate,5,,,Single family home;Duplex (two family);3- 6 dwelling units in a building,Lyme Common District,Yes,Yes,,Creating housing with a mix of price ranges;Encouraging Accessory Dwelling Units (ADUs);“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings),More than 20 years,No,,Over 65 years,No,,Own your own home,
2025/11/21 1:19:18 PM EST,129,4-fold increase (8 new units/year),Yes,Yes,No,Yes,Yes,Currently the zoning laws are very strict with constructing a second residence on one parcel of land. There are a lot of large parcels (we have one that is nearly 40 acres) yet we cannot develop a second residence that could be used as a rental property and serve as both attainable and/or affordable housing. The town should consider easing these requirement to allow taxpayers to build a second residence and/or accessory dwelling unit.,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,1-LEAST Appropriate,,,Single family home;Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building,Lyme Common District;Lyme Commercial District,Yes,Yes,"I think this should be considered, but I also think ~800 families shouldering the tax burden and any increases is not sustainable, so new housing and/or revisiting the current use policy  is necessary. ",Encouraging Accessory Dwelling Units (ADUs);Helping people stay in the community as they age;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings),5 to 10 years,Maybe,"Our taxes are over $40k and I only see them increasing. As we age, I'm not certain we can maintain that level of taxes. ",18 to 45 years,Maybe in the future,"We live in a large home currently with three children. As they age, we'd envision giving our home to one of our children and would love the ability to build a smaller home on another area of our 40 acre parcel (currently not able to do this.) We'd also consider buying a smaller home in another area of town. However, if taxes remain the same, we'd likely consider relocating to a lower-tax town.",Own your own home,"This is so focused on housing which is important, but a huge part of this puzzle is how Lyme is using the current use program. Because of large parcels owned mostly by two Lyme residents that are immediately put in conservation/current use and not taxed, ~93% of the land in town isn't taxed. There is consensus in the 35-50 year old generation in town that current tax levels are unsustainable and this is a direct result of the current use program. It should be reconsidered as it has a larger impact on taxes that having additional housing to shoulder the burden, does.  "
2025/11/21 1:33:39 PM EST,130,5-fold increase (10 new units/year),Yes,Yes,Yes,Yes,Yes,"Given the cost of materials and the shortage of labor, it seems like an impossible problem unless subsidized. I do not propose that Lyme tax payers subsidize housing. ",7,5,8-MOST Appropriate,5,3,3,3,7,,,,Single family home;Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building,Wherever single-family dwellings are allowed,Yes,Yes,"Given the percentage of the town budget that the school represents, any major overhauls to the school should be in response to a large population boom. For example, redoing the school because population size (and thus the tax base) has doubled makes sense. Having to do a similar project because we've just barely tipped over the capacity limit would be burdensome to tax payers. ","Creating housing with a mix of price ranges;Creating housing with shared amenities such as common space, building maintenance, snow plowing and lawn mowing;Encouraging more housing options/choices/types town-wide;Encouraging mixed-use development with retail on the ground level and residential space on upper floors;Encouraging Accessory Dwelling Units (ADUs);Attracting younger residents and families with children;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings)",5 to 10 years,No,,18 to 45 years,No,,Own your own home,
2025/11/21 5:57:17 PM EST,131,3-fold increase (6 new units/year),Yes,Yes,No,Yes,Yes,ADU's should have a higher level of permitted size (square footage),8-MOST Appropriate,8-MOST Appropriate,4,2,2,1-LEAST Appropriate,2,2,,,,Single family home;Duplex (two family),Lyme Common District;Lyme Center District,Yes,Yes,,"Helping people stay in their current housing;Creating housing with a mix of price ranges;Creating housing with shared amenities such as common space, building maintenance, snow plowing and lawn mowing;Preservation of existing affordable housing;Ensuring that new housing is sustainably built (e.g., environmentally responsible, energy efficient, and resource-efficient design and materials);Encouraging Accessory Dwelling Units (ADUs);Helping people stay in the community as they age;“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings)",5 to 10 years,No,,Over 65 years,No,,Own your own home,"It's important that any type of growth takes into account existing or available infrastructure, (e.g. water) and not negatively impact existing structures and their residents"
2025/11/22 5:59:20 AM EST,132,No increase (2 new units/year),Yes,Yes,Yes,Yes,Yes,Remove minimum acre requirement,1-LEAST Appropriate,1-LEAST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,8-MOST Appropriate,5,1-LEAST Appropriate,1-LEAST Appropriate,,Duplex (two family);3- 6 dwelling units in a building;7-15 dwelling units in a building;16-30 dwelling units in a building,Wherever single-family dwellings are allowed,Yes,Yes,,Encouraging more housing options/choices/types town-wide;Preservation of existing affordable housing,More than 20 years,No,,18 to 45 years,Maybe in the future,,Own your own home,
2025/11/22 8:04:42 AM EST,133,2-fold increase (4 new units/year),Yes,Yes,No,No,Yes,change zoning laws to allow development on existing properties,8-MOST Appropriate,6,8-MOST Appropriate,1-LEAST Appropriate,7,4,1-LEAST Appropriate,5,,,,3- 6 dwelling units in a building,Holts Ledge District,Yes,Yes,Lyme should not be the transient housing option for the Hanover school district,Encouraging Accessory Dwelling Units (ADUs);“In-fill” development – adding additional units on a parcel (ADU’s or separate buildings),More than 20 years,No,,46 to 65 years,Maybe in the future,,Own your own home,"With few jobs inline affordable housing does not solve any Lyme issues. Additionally with little public transportation we really don't have access to jobs.There is little social life for younger people. Accessible housing might be a plus if they would invest in the community, rather than being a transient."
